Date,Team 1,FT,HT,Team 2
Fri Aug 21 2020,Zaglebie,2-1,?,Lech Poznan
Sat Aug 22 2020,Cracovia,2-1,?,Pogon Szczecin
Sat Aug 22 2020,Slask Wroclaw,2-0,?,Piast Gliwice
Sat Aug 22 2020,Rakow,1-2,?,Legia
Sun Aug 23 2020,Wisla Plock,1-1,?,Stal Mielec
Sun Aug 23 2020,Warta Poznan,0-1,?,Lechia Gdansk
Sun Aug 23 2020,Gornik Z.,4-2,?,Podbeskidzie
Mon Aug 24 2020,Jagiellonia,1-1,?,Wisla
Fri Aug 28 2020,Zaglebie,1-0,?,Warta Poznan
Fri Aug 28 2020,Stal Mielec,0-2,?,Gornik Z.
Sat Aug 29 2020,Lechia Gdansk,1-3,?,Rakow
Sat Aug 29 2020,Wisla,1-3,?,Slask Wroclaw
Sat Aug 29 2020,Legia,1-2,?,Jagiellonia
Sun Aug 30 2020,Piast Gliwice,0-1,?,Pogon Szczecin
Sun Aug 30 2020,Podbeskidzie,2-2,?,Cracovia
Sun Aug 30 2020,Lech Poznan,2-2,?,Wisla Plock
Fri Sep 11 2020,Jagiellonia,2-2,?,Podbeskidzie
Fri Sep 11 2020,Wisla Plock,0-1,?,Legia
Sat Sep 12 2020,Cracovia,1-1,?,Stal Mielec
Sat Sep 12 2020,Warta Poznan,0-0,?,Piast Gliwice
Sat Sep 12 2020,Slask Wroclaw,3-3,?,Lech Poznan
Sun Sep 13 2020,Pogon Szczecin,2-2,?,Wisla
Sun Sep 13 2020,Gornik Z.,3-0,?,Lechia Gdansk
Mon Sep 14 2020,Rakow,2-1,?,Zaglebie
Fri Sep 18 2020,Podbeskidzie,1-4,?,Rakow
Fri Sep 18 2020,Wisla,0-3,?,Wisla Plock
Sat Sep 19 2020,Lechia Gdansk,4-2,?,Stal Mielec
Sat Sep 19 2020,Pogon Szczecin,1-0,?,Slask Wroclaw
Sat Sep 19 2020,Legia,1-3,?,Gornik Z.
Sun Sep 20 2020,Zaglebie,1-1,?,Cracovia
Sun Sep 20 2020,Lech Poznan,1-0,?,Warta Poznan
Mon Sep 21 2020,Piast Gliwice,0-1,?,Jagiellonia
Fri Sep 25 2020,Wisla Plock,1-3,?,Warta Poznan
Fri Sep 25 2020,Gornik Z.,0-0,?,Wisla
Sat Sep 26 2020,Cracovia,2-2,?,Rakow
Sat Sep 26 2020,Lechia Gdansk,4-0,?,Podbeskidzie
Sat Sep 26 2020,Jagiellonia,0-1,?,Zaglebie
Mon Sep 28 2020,Stal Mielec,3-2,?,Piast Gliwice
Fri Oct 2 2020,Rakow,3-0,?,Wisla Plock
Fri Oct 2 2020,Slask Wroclaw,3-1,?,Cracovia
Sat Oct 3 2020,Podbeskidzie,1-0,?,Stal Mielec
Sat Oct 3 2020,Zaglebie,2-0,?,Gornik Z.
Sun Oct 4 2020,Piast Gliwice,1-4,?,Lech Poznan
Sat Oct 17 2020,Cracovia,1-0,?,Piast Gliwice
Sat Oct 17 2020,Gornik Z.,1-3,?,Rakow
Sat Oct 17 2020,Jagiellonia,2-1,?,Lech Poznan
Sun Oct 18 2020,Wisla Plock,1-0,?,Slask Wroclaw
Sun Oct 18 2020,Stal Mielec,0-6,?,Wisla
Sun Oct 18 2020,Legia,2-1,?,Zaglebie
Mon Oct 19 2020,Podbeskidzie,1-2,?,Warta Poznan
Mon Oct 19 2020,Lechia Gdansk,0-1,?,Pogon Szczecin
Wed Oct 21 2020,Legia,2-1,?,Slask Wroclaw
Fri Oct 23 2020,Piast Gliwice,2-2,?,Wisla Plock
Fri Oct 23 2020,Zaglebie,1-1,?,Lechia Gdansk
Sat Oct 24 2020,Wisla,3-0,?,Podbeskidzie
Sat Oct 24 2020,Slask Wroclaw,1-0,?,Jagiellonia
Sat Oct 24 2020,Pogon Szczecin,0-0,?,Legia
Sun Oct 25 2020,Rakow,2-1,?,Stal Mielec
Sun Oct 25 2020,Lech Poznan,1-1,?,Cracovia
